content	label
 قلولهم  هذا  سوبر  ستار  مش  مسابقه لبياع  الخضار	Negative
 علي  فكره المعلقين  هدول  ولاد  حرام	Negative
 والله  نحن  مو  ناقصنا  وجع  قلب  بس  ضايل  علينا النووي  و  صحه  البشر  مش  برضو  خطيه المسءولين  ?  خلص  ما  عاد  في  شي  فارق  والله  عحب	Negative
 والله  انك مهزله	Negative
 اموت  فيج  رويده	Negative
 والله  لو  طلبوا  مين  اللي  عندو  قلب  قوي  ?  ?  ?  متر  لالجري  مايتقدم  ولا  حمار  عربي	Negative
 عجبتني الحلقه	Positive
 جميله اوي  اوي  اوي  يارب  الكل  يحس  معني  الكلام  ده	Positive
 والله  مش  طبيعي  حرام  الله  غير  تنتشر  السرقه  النهب  خرب  الامان  النشور	Negative
 لا  تعليق	Negative
 يا  رب  ارزقنا  الفرح  والسعاده	Positive
 يلعن  شرف  خواتك	Negative
 لا  نووي  ولا  صوبه بواري كالعاده  نصبه جديده	Negative
 الله  لا  يشبعكو  يا  حراميه	Negative
 اموت  بصوهها	Negative
 كل  شء  ماله معني  بهالحياه  الا  الفلوس  هي  الحياه  وهي  من  تقرر  مصير  كل  شء  بهالدنيا  الا  شء  واحد  الموت  لا  يتناغم  مع  الفلوس	Positive
 والله  انك مسخره يا  عجوز	Negative
 اقسم  بالله  ان  العرب  اكثر  الشعوب  تخلفا	Negative
 الحب  بين  الزوجين  اوسع  ابواب  السعاده	Positive
 الفن  اصبح  هابط  هذه  الايام	Negative
 تم  تنفيذ  الحكم  الي  في  الرد  الاول  وتم  اعدام  اول  راس  والباقي  بالطريق	Negative
 وسدءيني  انكو  كلاب	Negative
 اه  ياشويه  عاهات	Negative
 صباحك طيب  كطيب  المسك  العنبر	Positive
 اللهم  اجعل  لنا ايمانا  صادقا  قلبا  خاشعا  علما  نافعا	Positive
 لعنكم الله  جهنم  وبءس  المصير  ايها  العازفون	Negative
 ايس  شراع  القرف	Negative
 ليهنا نستطيع  الابتسامه  في  الاوقات  المءلمه	Positive
 انته والمعك كلهم سافلين  ووقحين	Negative
 قمه التخلف  البشري  الله  يشفيهم	Negative
 والله  انكو  ما  بتخافوالله	Negative
 حرام  تحمل  اسم  عظيم  زي  هيك	Negative
 فيروسات  بشريه	Negative
 عالم  فاضيه  بيسمو  الغناء  فن  بيشغلو  الناس	Negative
 مالك  دين  مثل  الكلاب  الضاله  الالا اقولك مثل  مومسات  عاهرات  المراقص  عندكن	Negative
 الماء  اساس  الحياه	Positive
 تسلم  انت  وافكارك	Positive
 اللهم  اكرمنا برضاك	Positive
 ما  الزه شكله بشهي  بدي	Positive
 حفظ  الله  وطننا من  المنافقين  المتاردنين	Negative
 يا  سيدي هدول  عاهات  ولالله  يعني  فيك تسحب  عليهم قرض  من  البنك  كونهم عاهات	Negative
 صوته مره منبح  احسه تعبان  عاد  زبدوله  مابقي  الا  يطلع  بعد  شوي	Negative
 يا  رب  نستغفرك ونتوب  اليك يا  رب  ما  لنا سويك	Positive
 لا  تحزن  الدنيا  ما  فيها اشي  تحزن  عليه	Positive
 اهل  العقول  براحه ام  نسيانك يابو  نسيان  صعب  والله  صعب	Negative
 انا  بدات  اتحرك  شاركت  بفكره ستغير  الكثير  من  واقعن	Positive
 اللهم  ثبته علي  دين  الاسلام  اللهم  يا  مقلب  القلوب  ثبت  قلبي علي  دينك	Positive
 عنجد  انو  باله	Negative
 من  ترك  شيءا  لالله  عوضه الله  خيرا  منه	Positive
 هذه  رويدا  عطيه  يا  الخبوول	Negative
 حثاله  علي  حثاله  والحثاله  انظف  منهم	Negative
 كثر  الله  من  امثالك زادك الله  علم	Positive
 يعطيك العافيه	Positive
 اعنكم الله  تقبل  منكم يسر  طريقكم	Positive
 ان  المعلم  الذي  يسعي  لالتطوير  والاستزاده  هو  الاقدر  علي  غرس  الالتزام  والطموح  في  طلابه	Positive
 لعن  الله  المتشبهين  من  الرجال  لالنساء	Negative
 عندماما يقدم  طلاب  علي  حرق  الكتب  المدرسيه  والاضراب  فنحن  نعيش  انتكاسه في  التعليم  بطلها المعلم  الغير  مبالي  الذين  اججوا  وافتعلوا  الازمه	Negative
 انا  حاسه  انه قلبي مليان  وعامر  بنور  الله	Positive
 ارحمونا  صرنا نصف  السياره  نطلع  بالباص  حرام  عليكم	Negative
 اللهم  ارزقنا  كما  ترزق  البغاث  تسلميلي  هنوده حلواه كثير  الله  يفتح  عليكي  يهدينا اياكي	Positive
 فعلا  برنامج  ساقط  واللي  بيتابعه  اسقط  منه	Negative
 اللهم  استرنا  وجميع  بنات  المسلمين	Positive
 تقول  داخله فيها ترله انحولت  مع  الاغنيه	Negative
 كلمات  راءعه حلواه لا  احلي  ان  يكونو  في  النهايه  راءعون	Positive
 اصلا  ابو  وديع  لو  كان  اجا  كان  خسر	Negative
 نعم  احسنت  واجبه علي  كل  مسلم  وحق  لكل  مسلم  فتح  الله  عليكم	Positive
 والله  رفعتوا  راسنا يا  شباب  الله  يقويكم	Positive
 اللهم  انس  قلوبنا بذكرك	Positive
 ما  احقر  الاصدقاء  حينما  يصبحون  غرباء  فجاه	Negative
 يعني  دوله اللي  من  وين  جاي  كيف  وصل  عشان  تشوفه لجنه التحكيم  مبين  عليه مجنون  مش  شايف  اشي  قدامه	Negative
 امشي  عدل  يحتار  عدوك فيك	Positive
 بياعين  شرف	Negative
 اسعد  الله  صباحكم علامهنا بالخيرات	Positive
 صباح  الابتسامه  مرسومه علي  محياك ربي اجعل  حياهي حياه  احبهي نور  علي  نور	Positive
 الف  مبروك  تخرج  ابناء  الظفير  من  الكليه  العسكريه  الملكيه  من  الاردن	Positive
 بجد  موضوع  راءع  وانا  اجد  انه مناسب  ايضا  لهذا  الوقت  يارب  احفظنا من  جميع  الفتن	Positive
 ضيعت  دقايق  من  عمري  بمشاهده ازنخ  اتفه  شخص  بالحياه  الالا هو  اللي  بالنص  لا  حتي  بعرف  اسمه	Negative
 انسان  غريب	Negative
 متهور  وكذاب	Negative
 لبنان  وزبالتوا	Negative
" ""  كل  البدايات  جميله لكن  العبره  داءما  تكون  بالختام  ,  اما  كسبت  او  تعلمت  درس  مستحيل  تنساه .  """	Positive
 صح  الصح  كمان	Positive
 اجل  الاخير  واضح  انو  بيمثل  وتمثيلو  خام  هو  والا  معو	Negative
 نسعي  بكل  همه وجهد  لالحصول  علي  مصادر  طاقه رخيصه تعزز  من  اقتصاد  الاردن  كون  الطاقه  تشكل  ربع  موازنه الدوله	Positive
 اي  تفاءل  هاد  يا  زلمه روح  تشاءم  احسلك	Negative
 يا  خساره  عليكو  يا  شباب  المستقبل	Negative
 طيب  انا  عايزه  اشوف  القصر	Positive
 مجنون  صوتها انا	Negative
 سخافه مالها حدود	Negative
 اعطيه علي  راسي هدا  الصح  ياحاجه  الله  اكبر	Negative
 اللهم  اجعلنا  منمن تنظر  اليهم بحب  اشتياق  اجعلنا  من  عبادك التوابين  المخلصين  العابدين  الحق  لدينك احفظنا قنا  نار  وقودها الناس  الحجاره  يا  رب	Positive
 برنامج  ساقط	Negative
 سخيف  مره يمسخرون  الواحد  ومافي  شي  يضحك  اصلا	Negative
 الله  يلعنكم يا  اولاد  الحرام  الفن  له اهله وناسه لا  يحتاج  لا  مسابقه ولا  زبي  تفو	Negative
 انه غير  مسلم  ويعرف  قلبه الوفاء  فكيف  حال  المسلمين  اللهم  ارزق  بنات  المسلمين  زوجا  طيبا  محبا  مثله	Positive
 طيب  ليه السخريه  دي  ماكنا  كويسين	Negative
 يارب  وانت  ادعيلي	Positive
 صباح  الرحمه  و  البركات  ان  شاء  الله	Positive
 فعلا  ان  الطموح  هو  سر  النجاح	Positive
 الثقه  بالله  ثم  النفس  ويارب  اجعلنا  من  يغير  الناس  الي  ما  ترضيه	Positive
 ان  الله  هو  الرزاق  دو  القوه  المتين	Positive
 العرق  كل  شوي  يزيد	Negative
 ربنا  يقوينا ويقدرنا	Positive
 نعم  والحمد  لالله	Positive
 ليت  كل  ايام  السنه رمضان	Positive
 قال  حكم  قال	Negative
 والله  انك ما  زليه  يا  شيخ  اكيد  مدفوعله  من  تحت  تحت	Negative
 انا  متاكده  انو  هذولي  مدفوعلهم  علشان  يجون  يغنون  لانو  مافي  ناس  مهابيل  لهالدرجه	Negative
 القدوه  الحسنه  خير  من  النصيحه	Positive
 ربنا  يحمي  الاسلام  والمسلمين	Positive
 استاذ  غاوي  غاوي  اذا  كنت  غاوي  المسخره  روح  اشتغل  كراكوز	Negative
 هذا  انا  واغني  وانا  بالحمام  وانتوا  بكرامه صوتي  احلا  من  العاهات  هذيل	Negative
 وعجلت  اليك ربي  لترضي  :  كن  كالمطر  ,  اذا  اقبل  استبشر  الناس  به واذا  حط  نفعهم ,  واذا  رحل  ترك  اثرا  نافعا  فيهم واذا  غاب  اشتاقوا  اليه .	Positive
 طبيب  عيون  اردني  يسجل  اختراعا  جديدا  في  روسيا  .  كل  يوم  انجاز  اردني  يسجل  .  ا  لا  ردن  تكبر  بابناءها	Positive
 فانا  اناشد  الحكومه  الاردنيه  بالافراج  عن  اسري  السلفيين  التوحيدين  الموجودين  في  سجونهم	Negative
 اكبر  مشروع  طاقه شمسيه بالعالم  .  .  .  في  الاردن  اسمه شمس  معان  .  .  حفظ  الله  الاردن	Positive
 نفع  الله  بك  يا  دكتور	Positive
 حرف  الراء  مصيبه  ريس	Negative
 فعلا  الله  يبعدنا عن  الكذب	Positive
 نعم  في  البدايه  كلهم اروع  من  الروعه	Positive
 تغني  وهي  متقرفه	Negative
 ريحتك طلعت	Negative
 والله  حرام  الناس  مش  لاقيه توكل  حتي  ترفعو  البنزين	Negative
 الصادق  ينتظر  الفرج  ولا  يياس  من  روح  الله	Positive
 شو  هيدا  دلع  اخر  زمن	Negative
 بارك  الله  فيك انا  نضال  فدعولي  بزوجه صالحه	Positive
 انا  خليني  ساكته احسن	Negative
 حرام  عليك ماتشوفه  شلون  يصارخ  كانه مشجع  في  ملعب	Negative
 الحب  الحقيقي  عمله نادره فعلا  وهو  نعمه كبيره من  الله  عزوجل	Positive
 انا  عرف  شيء  والله  ببكي اكتر  ما  بضحك	Negative
 واذكر  ربك اذا  نسيت  وقل  عسي  ان  يهديني ربي  لاقرب  من  هذا  رشدا	Positive
 ايه  الاحساس  الراقي	Positive
 لالاسف  اصبحنا  غرباء  في  اوطاننا اصبح  الوطن  وكانه ليس  لنا اصبح  الوطن  ملك  خاص  لتاجرين  والمتنفذين	Negative
 رحمه الله  رحمه واسعه واسكنه فسيح  جناته .  .  نعم  الدكتور  ونعم  الداعيه  ونعم  الاب  ونعم  الصديق  .  .  .  .  مخلص  في  عمله .  .  .  صدوق  في  دعوهه	Positive
 ان  النجاح  يحتاج  الي  قلبا  ثابت  عقلا  راشد  طموحا  واعد  تحدي  كاسر	Positive
 كلو  حكي فاضي	Negative
 تليفيزيون  المستقبل  صار  سيء  لالغايه  ما  ادري  ليش	Negative
 الدعوه  مش  بالكلام  بس  ممكن  نكون  دعاه  باخلاقنا اسلوبنا تعاملنا	Positive
 يخرب  الدلع	Negative
 لالاسف  لسا  في  مدارس  بتخلخل  عظام  الطلاب  من  البرد  عن  مدارس  قري  الاردن  و  المناطق  الشعبيه  عم  بحكي	Negative
 قهرواني حرام	Negative
 كرامهي افضل  من  سعادهي	Positive
 لا  لالمفاعل  داخل  الاردن	Negative
 خت  قرار  كتير  وبرجع  تاني  بحاول  اتغير  ومش  عرفه	Positive
 واعظمها امه سيدنا محمد	Positive
 ابو  معيتق  قطع  اوتار  العود  وقال  السلام  عليكم	Negative
 وش  جابني هنا  ثقيلين  دم	Negative
 اللهم  ارنا فيهم عجيب  صنعك فانهم اذلو  الشعوب	Negative
 نعم  مصر  عايزه  راجل  مش  واحد  وسخ  بيقرف	Negative
 شو  نوع  الحشيش  ?  ?	Negative
 هي  فلسطين  راحت  من  قليل  يا  ولاد  المخنثه  لعنه الله  عليكم فظحتونا	Negative
 لا  عنجد  زلمه شكلو  بخوف	Negative
 حلواه قوي  يا  عمرو  لو  كل  واحد  تيقن  من  هذه  القصه  لن  يوجد  حاسد  لا  ظالم  لا  متواكل  اللهم  ارزقنا  رزقا  حلال  طيبا  اللهم  امين	Positive
 هذا  اللي  انت  فالح  فيه بس  كيف  تختار  ضحاياك بالسرق  جعل  العاهه  تصيبك ولاعاد  تطيب  منها ياولد  الحرام	Negative
 ما  انا  شطبت	Negative
 مين  معو  دوا  لالصراصير  جد  لازمهم رش  مبيد  حشري  لالقضاء  علي  هيك  حالات  متخلفه	Negative
 الراءع  سيظل  راءعا  حتي  نهايه  العمر	Positive
 الله  يرفعهم الي  جهنم  جنب  القذافي  باسرع  وقت  لان  الظلم  زاد  عن  حده	Negative
 قمه التخلف  والانحطاط	Negative
 ربنا  اجعلنا  من  الصالحين  اهدنا  الي  الريق  المستقيم	Positive
 في  كل  مناحي  الحياه  التكنولوجيا  بديل  عن  البشر  الا  في  التعليم  التكنولوجيا  تجعل  عمل  المعلم  .  .  متعه لا  بديلا  عنه	Positive
 صوتك وحش	Negative
 مستحيل  اثق  بذوق  حدا  ما  بحب  يسمع  لام  كلثوم	Negative
 الله  يهدي  النفوس  ربي  ابعث  لنا في  هذا  اليوم  فرح  يغير  ايامنا وينعش  قلوبنا من  جديد	Positive
 شكرا  دكتور  فكلماتك لها بالغ  الاثر  في  نفوسنا	Positive
 صوتها بعير  ومصدقه حالها	Negative
 انت  يا  دكتور  خير  اخ  ربنا يزور  عليك	Positive
 صباح  الورد  الجوري  الحمر  والخمري	Positive
 انا  مع  الاخ  محمد  سلامه  بهالموضوع	Negative
 يسعد  صباحك بذكر  الرحمن	Positive
 ما  احلي  الوجود  بقرب  الله	Positive
 اطفال  اليوم  رجال  الغد  ومستقبل  الامه	Positive
 دعواه المءمن  لاخه بظهر  الغيب  اسرع  من  البرق	Positive
 ربنا  يباركلك  يا  استاذي يعزك	Positive
 ما  اضيق  العيش  لولا  فسحه الامل  الحمد  لالله	Positive
 شكرا  لجميل  اثراءك المعرفي  ,  كلامك وسلاسهك في  ايصال  المعلومه  جميله لالغايه	Positive
 اقرفني  شعر  تقول  حاط  دبر  امل  وجاي	Negative
 انا  دايما  فرحان  مش  ساءل  بالدنيا  الحمد  لالله	Positive
 ربما  تنام  وعشرات  الدعوات  ترفع  لك ,  من  فقير  اعنهه او  جاءع  اطعمهه ,  او  حزين  اسعدته اومكروب  نفست  عنه ,  فلا  تستهن  بفعل  الخير	Positive
 اساس  الاصلاح  واهم  مرتكزاته المعلم  داخل  غرفه الصف  مع  طلابه وتلاميذه والاعتماد  عليه بالتنفيذ  لخطط  واستراتيجيات  عليا	Positive
 الجمال  :  ليس  فقط  شيءا  نراه بل  هو  شيء  نكتشفه ,  روح  جميله ,  وفكر  جميل  ,  اخلاق  جميله ,  وادب  جميل	Positive
 ده  عمله نادره  الاخلاق  ملهاش  علاقه بالدين	Positive
 يا  طيب  صباحك كل  خيرات	Positive
 ماكرمك  يا  ربي يا  كريم	Positive
 صدقت  والله  انت  تريد  وانا  اريد  والله  يفعل  ما  يريد	Positive
 سبحانك ربنا الواحد  الاحد  لا  شريك  لك تحيي  تميت  انت  علي  كل  شيء  قدير  صلي  الله  سلم  علي  نبينا محمد  علي  اله  صحبه  اجمعين	Positive
 تابعت  هذا  الجوال  من  بدايه صدوره وقبل  اقترابه لالعالم  العربي  فعلا  يستحق  كل  هذه  الاهميه	Negative
 في  ايه  يا  ولاد  الوثخه  ?	Negative
 عليكم بالدعاء  والتضرع  لالله  سبحانه وتعالي  ولا  يرد  القضاء  اللا  الدعاء  اجتهدوا  رحمكم الله	Positive
 جمال  الصفحه  من  جمالكم رقي  اخلاقكم انا  متاكد  ان  صفحهنا ستعجبك فانضم  الينا ادعو  @@اصدقاءك@@ك فنحن  نسعد  بك  بهم	Positive
 اكيد  بقرف	Negative
 فعلا  اللي  بيستحوا  ماتوا	Negative
 غبي  من  جده	Negative
 صبحكم الله  ياهل  الطيب  بالخير  يسعد  ضحيكم الظهر  العشيه	Positive
 قول  يا  رب  وخد  قرار	Positive
 استخفف  من  لجنه التحكيم	Negative
 كلام  حلو  ومشجع	Positive
 اقسم  بالله  قرف  المريض  نفسيا  لالابد  يبقي  مريض  نفسيا	Negative
 ليش  تتضحكو  مش  حلو	Negative
 و  هكذا  جنت  علي  نفسها براقش	Negative
 اللهم  اصلح  حالي  احفظني نور  قلبي اجعل  طريق  الخير  طريقي اجعل  عملي خالصا  لوجهك الكريم  توب  علي  اغفر  لي زلاتي	Positive
 هنا  نجد  اصحاب  السوء  يحضرون  بقوه  لان  ها  هءلاء  لم  يحظروالي  بعد  تشجيع  من  اناس  حولهم	Negative
 كل  واحد  حرامي  ما  بهمو  مصلحه المسكين  المواطن  الي  بشتغل  14  ساعه  6  دنانير	Negative
 مافي  اجمل  من  قوله يارب  ومن  يتجه  الي  الله  عز  وجل  لن  يتركه الله  ابدا	Positive
 يا  فضيحهك يا  لبنان  بهيك عالم  اما  هيدا  سكت  اني ولك دخيل  الله  خليك  ساكت	Negative
 كتكوت  ضعيف  الجناح  الدنيا  غدرت  ها	Negative
 صباح  كل  جميل  في  هذا  الكون	Positive
 نهارك اسود	Negative
 فهم  ادري  واخبر  لا  وبل  اكثر  انكارا  لالشيعه  وامثالهم	Negative
 كن  انت  ذلك  الشخص	Positive
 والله  علي  بالي مجنون	Negative
 سلام  عليكم طبتم  تقال  لالطيبين  عندماما يساقون  للجنه وهم  من  طابت  اقوالهم وافعالهم في  الدنيا  .  اللهم  اجعلنا  منهم .  .	Positive
 يارب  يتقبل  مننا والله  العقل  مو  فاضي  والقلب  مكسور	Positive
 وماذا  عن  التفاءل  في  يوم  ربيعي جميل  نحقق  به الامال  الطوال	Positive
 الحمدلله  الذي  هدينا لهذا  وما  كنا  لنهتدي  لو  لا  ان  هدينا الله  .  لا  اله  ا  لا  الله  محمد  رسول  الله	Positive
 اصلا  سوبر  ستار  لالعاهات	Negative
 الحمد  لالله  الذي  رزقني بالاسلام	Positive
 يا  رب  اسعد  قلبي و  قرب  لي الخير	Positive
 عاهات  وعهد  الله  عاهات  ايه  اللي  خليهم يغنو  دول	Negative
 المعني  الحقيقي  لعاهاتك يا  وطن	Negative
 هذه  جزاء  كل  من  يتطاول  علي  رجال  هذه  الوطن  العزيز	Positive
 تسلم  صرمايهك	Negative
 الدين  عباره  عن  اخلاق  وحسن  التعامل  مع  الناس  وتهذيب  النفس  قبل  ما  يكون  مجموعه من  العبادات  !	Positive
 واحد  واطي	Negative
 اسال  الله  لك الاخلاص  يا  حبيبنا و  اشتاق  والله  لالصلاه  معكم واسال  الكريم  ان  يعيدكم الي  منبركم كل  عام  وانت  في  خير  وبخير	Positive
 وجهك مش  الك	Negative
 الله  ينتقم  منه حمزه منصور  واعوانه حسبنا الله  فيهم	Negative
 بقطعكم شو  حقودين	Negative
 صباحات  الانوار	Positive
 مالكيش  ف  الطيب  نصيب	Negative
 اللهم  ارزقنا  الصدق  الاخلاص	Positive
 للهم  اعنا  علي  ادراك  هذا  المعني  العظيم  يا  رب	Positive
 مايستحون	Negative
 اعلن  الانسحاب  يا  حمار	Negative
 يعني  ما  اختار  الا  الاغنيه  اللي  اغلب  احرفها الحرف  اللي  يقرط  فيه	Negative
 متخافش  يامءمن  قول  يارب  وحب  ربك ده  هو  اللي  خلق  النعمه  اللي  انت  متعلق  بيها  يعني  هو  اعظم  من  النعمه  دي  وانت  عارف  كده	Positive
 المشكله  في  ناس  تقنع  حالها انه جورج  وسوف  له علاقه بالاغاني	Negative
 لسانك قذر  يا  قمامه	Negative
 عرب  اغبياء	Negative
 اللهم  ارزقنا  السلامه  العافيه  في  ديننا دنيانا	Positive
 ما  ازنخك  انت  مقالاتك	Negative
 لان  ديانا  كرزون  البغله  الاردنيه  لا  تستحق  ذلك	Negative
 اصبحنا  اصبح  الملك  لالله  اللهم  لك الحمد  احييتنا بعد  ما  متنا  اليك النشور	Positive
 يارب  انت  المستعان  فاعنا  واهدنا  يارب  الكون  اجمع  استجب	Positive
 فعلا  ده  صحي  ح  مثلا  زي  سماع  الاغاني  التي  تلهي  عن  زكر  الله  لو  تركتها لالله  يملا  الله  قلبك بحبه ولاتشغل  بالك الالا بذكره	Positive
 عفكره  البيج  هاد  قرفني وقلب  معدهي شو  لالاسف  انتا  انو  عرفك انه هيك  الوضع  بتفتح  بالفنجان  يا  ناس  خفوا  علينا الدين  مش  للايكات  وكمنتات	Negative
 ربنا لا  تزغ  قلوبنا بعد  ان  هديتنا	Positive
 اقطع  راسها وخلص	Negative
 عليك بتقوي  الله  ان  كنت  غافلا	Positive
 رهيب  حسن  تعالي  تعالي	Negative
 هذه  مشكله الذي  يغني  كثيرا  في  الحمام  ويتصور  انه اصبح  مطرب	Negative
 ساترك حبك ليس  كرها  فيك ولكن  لكثره الشركاء  فيه	Positive
 الله  يسعد  كل  البشر  امين  يا  رب	Positive
 الجيل  الي  هيحرر  فلسطين  شوفه  في  سوريا  يقاتل  العلويين  الكلاب  لكن  ربي  يعلمهم فنون  القتال  ويربيهم	Negative
 الحمد  لالله  نامل  من  الله  ان  يمن  علينا بالهدايه	Positive
 ان  الله  علي  كل  شيء  قدير	Positive
 يع  حاسه  حالي  بدي استفرغ	Negative
 انا  مش  مسءول  عن  الحراميه  يتفنجرو  بمصاري  البلد  انا  اشحد	Negative
 معظم  اصحاب  محطات  الوقود  وكالات  الغاز  متنفذين  لقد  زاد  الغني  غني  الفقير  فقر	Negative
 بعدين  الاردن  تسبح  علي  بحر  من  النفط  الصخر  الزيتي  اشتغلو  فيه بالاول  بيكفينا  100  سنه	Negative
 موضوع  اكتر  من  راءع	Positive
 يارب  اخرجنا  من  ذل  المعصيه  الي  عز  الطاعه	Positive
 اللهم  اغفر  لي لامه المسلمين  اجمعين	Positive
 بلا  هم  بلا  وجع  راس  خليك  رايق  دايما	Positive
 نسمات  انتعاش  الفجر  رحمات  يظفر  بها اهل  النور  التام  الذين  توسعت  صدورهم بانشراح  جماعه الفجر  حيويه  صبح  يتنفس  منتشيا  مرحبا  بكل  مبادر  لالخير	Positive
 بكره واحد  منهم بينتحر  لم  يضحكو  عليه	Negative
 اصلا  هدا  يمسي  مرض  الرهاب  الاجتماعي	Negative
 اصلن  صاحب  البرنامج  ماخذ  شباب  الامه  مصخره	Negative
 لا  والله  ما  بلسه  يع	Negative
 يارب  يقوينا جميعا  علي  طاعهه وحسن  عبادهه	Positive
 كلام  ما  في  جدل	Positive
 الاردن  تعدل  المناهج  :  تقليصا  في  الاستشهاد  بايات  قرانيه واحاديث  نبويه  ,  وبدلا  من  ذلك  تم  اعتماد  دروس  اقرب  الي  اخلاق  الحياه  اليوميه  لالطالب	Negative
 انماما المءمنون  اخوه فاصلحو  ذات  البين	Positive
 دربي زدني  ثقتا  بك  فانه لايخيب  من  وثق  بك	Positive
 شعور  الانفصام  تاع  سنه خامسه كثير  بخزي  !  اللي  هو  انك عملت  كل  شي  ممكن  ينعمل  بالجامعه  فزهقت  وبدك تتخرج  بس  بنفس  الوقت  مش  هاين  عليك تترك  الجامعه	Negative
 ولا  بقلو  بيضه	Negative
 انت  واحد  عنجد  قليل  ادب  الله  يموت  الي  امثالك	Negative
 الله  اكبر  ما  من  دابتن  الا  علي  الله  رزقه	Positive
 والله  احلا  شيء  انه الواحد  يهاجر  او  يشتغل  حرامي  عشان  يقدر  يعيش  الله  لا  يوفق  الي  كان  السبب  الله  حرام	Negative
 حظ  من  ينعم  بمحبه الصغار  قبل  الكبار  ,  لان  محبههم صادقه ومن  القلب	Positive
 بارك  الله  في  كاتبها	Positive
 ربي  اشرح  لي صدري  و  احلل  عقده من  لساني	Positive
 انتخب  مين  يا  عم  هي  ناقصه لبخه في  الكلام  معتش  الا  الاهبل  ده  كمان  يبقي  رءيس  جمهوريه	Negative
 وهاي  المضروبه  جايخه  علي  وين	Negative
 الله  يكون  في  عون  الفقير  الطبقه  المتوسط  سوف  تنحدر  اكثر  اكثر	Negative
 الحمد  لالله  اصبح  علي  وجهك المشرق  كل  يوم	Positive
 اللهم  ثبت  قلوبنا علي  الايمان	Positive
 حلمي  ان  اكون  مثل  سوشي	Positive
 الله  اكرم  الاكرمين  اللهم  اعنا  علي  انفسنا واللهم  ارضي  عنك يارب  العالمين	Positive
 يعني  كل  جامعات  الاردن  عندهم نظام  ,  و  احنا عننا خرا	Negative
 ما  اجمل  من  مثل  هذا  الحب  الصادق  الشفا	Negative
 الله  حيك شيخ  ابراهيم  بالفعل  حكم  يا  نشمي	Negative
 اهم  اشي  اكون  مبسوط	Positive
 حينما  ننجح  في  الانتصار  علي  انفسنا	Positive
 الله  يكتر  من  امثالك يارب	Positive
 روح  موت  وانتحر	Negative
 اللهم  امليء  قلبي بحبك	Positive
 حالات  مرضيه نفسيه مستعصياه لا  يستطيع  شفاءها لا  العلم  لا  الفن	Negative
 تءلمني باسم  الحب	Negative
 اللهم  اكفني  بحلالك عن  حرامك واغنني بفضلك عمنمن سويك يا  رب	Positive
 ساعات  اللي  في  السر  هو  اللي  بيخلي  الناس  تحبك  في  العلن  من  غير  ما  يكونوا  عارفين  الا  انهم بيحبوك  من  غير  سبب	Positive
 فيديو  بايخ	Negative
 والشرهه  علي  الاغبياء  اللي  معطينك  لايك	Negative
